CódigoVenda;Quantidade;Produto;Valor Unitário;Valor Final
65337;2;Polo Estampa;R$ 138,00;R$ 276,00
65340;1;Calça Linho;R$ 211,00;R$ 211,00
65340;2;Gorro Listrado;R$ 97,00;R$ 194,00
65340;2;Calça Liso;R$ 190,00;R$ 380,00
65341;1;Cueca Liso;R$ 69,00;R$ 69,00
65342;2;Cueca Xadrez;R$ 60,00;R$ 120,00
65343;1;Cueca Estampa;R$ 66,00;R$ 66,00
65343;5;Tênis Liso;R$ 266,00;R$ 1.330,00
65344;2;Camiseta Xadrez;R$ 200,00;R$ 400,00
65346;3;Casaco Estampa;R$ 256,00;R$ 768,00
65346;1;Camisa Gola V Listrado;R$ 116,00;R$ 116,00
65346;1;Tênis Liso;R$ 266,00;R$ 266,00
65346;2;Sapato;R$ 350,00;R$ 700,00
65348;1;Relógio Listrado;R$ 218,00;R$ 218,00
65348;1;Cueca Estampa;R$ 66,00;R$ 66,00
65350;3;Calça Linho;R$ 211,00;R$ 633,00
65351;2;Bermuda;R$ 150,00;R$ 300,00
65351;1;Camisa;R$ 100,00;R$ 100,00
65353;3;Gorro Liso;R$ 92,00;R$ 276,00
65353;3;Cueca Liso;R$ 69,00;R$ 207,00
65354;1;Calça Liso;R$ 190,00;R$ 190,00
65354;4;Short Linho;R$ 133,00;R$ 532,00
65355;1;Meia Linho;R$ 78,00;R$ 78,00
65357;2;Camiseta;R$ 180,00;R$ 360,00
65358;2;Cinto Linho;R$ 248,00;R$ 496,00
65358;3;Calça Listrado;R$ 181,00;R$ 543,00
65362;2;Pulseira Liso;R$ 87,00;R$ 174,00
65363;1;Meia Linho;R$ 78,00;R$ 78,00
65364;5;Polo;R$ 130,00;R$ 650,00
65364;1;Short Liso;R$ 108,00;R$ 108,00
65364;3;Short Xadrez;R$ 100,00;R$ 300,00
65365;4;Short Linho;R$ 133,00;R$ 532,00
65366;3;Mochila Liso;R$ 276,00;R$ 828,00
65366;1;Tênis Liso;R$ 266,00;R$ 266,00
65366;2;Bermuda;R$ 150,00;R$ 300,00
65366;4;Tênis Linho;R$ 294,00;R$ 1.176,00
65367;1;Polo Linho;R$ 176,00;R$ 176,00
65367;3;Terno Xadrez;R$ 709,00;R$ 2.127,00
65370;2;Terno Xadrez;R$ 709,00;R$ 1.418,00
65370;5;Tênis Liso;R$ 266,00;R$ 1.330,00
65371;2;Casaco;R$ 250,00;R$ 500,00
65371;1;Casaco Liso;R$ 255,00;R$ 255,00
65371;2;Camisa Xadrez;R$ 105,00;R$ 210,00
65372;3;Relógio Listrado;R$ 218,00;R$ 654,00
65372;3;Polo Liso;R$ 137,00;R$ 411,00
65372;2;Casaco;R$ 250,00;R$ 500,00
65372;1;Short Xadrez;R$ 100,00;R$ 100,00
65373;3;Sapato Estampa;R$ 358,00;R$ 1.074,00
65374;1;Casaco Xadrez;R$ 259,00;R$ 259,00
65374;1;Sapato Estampa;R$ 358,00;R$ 358,00
65374;4;Mochila Listrado;R$ 275,00;R$ 1.100,00
65376;5;Camiseta Xadrez;R$ 200,00;R$ 1.000,00
65378;1;Chinelo Listrado;R$ 73,00;R$ 73,00
65378;3;Camisa Liso;R$ 105,00;R$ 315,00
65382;1;Chinelo Xadrez;R$ 66,00;R$ 66,00
65382;1;Polo Linho;R$ 176,00;R$ 176,00
65384;3;Chinelo Linho;R$ 105,00;R$ 315,00
65384;3;Tênis Liso;R$ 266,00;R$ 798,00
65385;1;Pulseira Listrado;R$ 79,00;R$ 79,00
65385;3;Meia Xadrez;R$ 41,00;R$ 123,00
65385;2;Cinto Linho;R$ 248,00;R$ 496,00
65386;1;Sapato;R$ 350,00;R$ 350,00
65387;1;Camisa Liso;R$ 105,00;R$ 105,00
65388;1;Calça Estampa;R$ 177,00;R$ 177,00
65388;1;Casaco Listrado;R$ 269,00;R$ 269,00
65389;1;Casaco Linho;R$ 299,00;R$ 299,00
65390;1;Mochila Liso;R$ 276,00;R$ 276,00
65390;2;Camisa Linho;R$ 141,00;R$ 282,00
65392;2;Sunga Linho;R$ 149,00;R$ 298,00
65393;3;Mochila Xadrez;R$ 283,00;R$ 849,00
65393;1;Tênis Xadrez;R$ 259,00;R$ 259,00
65394;1;Chinelo Linho;R$ 105,00;R$ 105,00
65394;2;Calça Linho;R$ 211,00;R$ 422,00
65396;3;Mochila;R$ 270,00;R$ 810,00
65397;2;Meia Xadrez;R$ 41,00;R$ 82,00
65397;2;Cinto;R$ 200,00;R$ 400,00
65397;3;Camisa Gola V;R$ 100,00;R$ 300,00
65398;2;Cinto Listrado;R$ 214,00;R$ 428,00
65398;4;Sunga Listrado;R$ 114,00;R$ 456,00
65400;3;Polo Xadrez;R$ 142,00;R$ 426,00
65402;1;Cueca Listrado;R$ 67,00;R$ 67,00
65402;5;Casaco Liso;R$ 255,00;R$ 1.275,00
65402;3;Sunga Estampa;R$ 120,00;R$ 360,00
65405;1;Mochila Estampa;R$ 277,00;R$ 277,00
65405;2;Gorro Liso;R$ 92,00;R$ 184,00
65406;2;Mochila;R$ 270,00;R$ 540,00
65407;1;Sunga Xadrez;R$ 116,00;R$ 116,00
65407;4;Polo Estampa;R$ 138,00;R$ 552,00
65407;5;Camisa Gola V Linho;R$ 145,00;R$ 725,00
65409;2;Meia Xadrez;R$ 41,00;R$ 82,00
65409;3;Gorro;R$ 80,00;R$ 240,00
65410;1;Tênis Linho;R$ 294,00;R$ 294,00
65411;3;Calça Linho;R$ 211,00;R$ 633,00
65412;3;Relógio Liso;R$ 216,00;R$ 648,00
65413;3;Tênis Xadrez;R$ 259,00;R$ 777,00
65414;2;Camiseta Liso;R$ 187,00;R$ 374,00
65415;2;Casaco;R$ 250,00;R$ 500,00
65416;4;Camisa Gola V;R$ 100,00;R$ 400,00
65417;2;Camisa;R$ 100,00;R$ 200,00
65417;3;Mochila Xadrez;R$ 283,00;R$ 849,00
65418;1;Calça Estampa;R$ 177,00;R$ 177,00
65418;2;Polo Linho;R$ 176,00;R$ 352,00
65419;4;Camisa Estampa;R$ 113,00;R$ 452,00
65421;1;Gorro Linho;R$ 124,00;R$ 124,00
65421;1;Relógio Estampa;R$ 219,00;R$ 219,00
65422;3;Cinto Xadrez;R$ 215,00;R$ 645,00
65422;5;Sunga Estampa;R$ 120,00;R$ 600,00
65423;1;Camisa Gola V Liso;R$ 118,00;R$ 118,00
65424;2;Polo;R$ 130,00;R$ 260,00
65424;2;Sunga Estampa;R$ 120,00;R$ 240,00
65424;1;Cinto;R$ 200,00;R$ 200,00
65424;1;Meia;R$ 30,00;R$ 30,00
65425;2;Cueca Xadrez;R$ 60,00;R$ 120,00
65425;1;Sunga Estampa;R$ 120,00;R$ 120,00
65425;2;Cueca Liso;R$ 69,00;R$ 138,00
65426;5;Sunga Estampa;R$ 120,00;R$ 600,00
65427;1;Camisa Xadrez;R$ 105,00;R$ 105,00
65427;1;Cinto;R$ 200,00;R$ 200,00
65428;1;Terno;R$ 700,00;R$ 700,00
65428;1;Sapato;R$ 350,00;R$ 350,00
65428;1;Short Linho;R$ 133,00;R$ 133,00
65430;2;Camisa Estampa;R$ 113,00;R$ 226,00
65430;5;Short;R$ 90,00;R$ 450,00
65431;1;Mochila Linho;R$ 311,00;R$ 311,00
65431;1;Camisa;R$ 100,00;R$ 100,00
65431;1;Cinto Liso;R$ 209,00;R$ 209,00
65432;1;Tênis Liso;R$ 266,00;R$ 266,00
65433;1;Short Estampa;R$ 96,00;R$ 96,00
65433;2;Terno Listrado;R$ 709,00;R$ 1.418,00
65436;5;Camiseta Liso;R$ 187,00;R$ 935,00
65436;3;Relógio Xadrez;R$ 214,00;R$ 642,00
65436;2;Mochila Liso;R$ 276,00;R$ 552,00
65436;2;Meia Xadrez;R$ 41,00;R$ 82,00
65437;1;Tênis;R$ 250,00;R$ 250,00
65437;1;Terno Estampa;R$ 706,00;R$ 706,00
65438;1;Short Listrado;R$ 102,00;R$ 102,00
65440;1;Tênis Liso;R$ 266,00;R$ 266,00
65441;5;Tênis Estampa;R$ 256,00;R$ 1.280,00
65441;1;Polo Linho;R$ 176,00;R$ 176,00
65442;1;Mochila;R$ 270,00;R$ 270,00
65443;3;Tênis;R$ 250,00;R$ 750,00
65445;3;Terno Xadrez;R$ 709,00;R$ 2.127,00
65446;1;Mochila Xadrez;R$ 283,00;R$ 283,00
65446;2;Terno Liso;R$ 720,00;R$ 1.440,00
65447;1;Camisa Linho;R$ 141,00;R$ 141,00
65447;1;Camisa Gola V Liso;R$ 118,00;R$ 118,00
65447;2;Sapato Liso;R$ 368,00;R$ 736,00
65448;2;Cinto Listrado;R$ 214,00;R$ 428,00
65449;3;Gorro Xadrez;R$ 85,00;R$ 255,00
65451;1;Meia Estampa;R$ 50,00;R$ 50,00
65451;1;Calça;R$ 170,00;R$ 170,00
65452;5;Cueca Listrado;R$ 67,00;R$ 335,00
65452;2;Meia Liso;R$ 38,00;R$ 76,00
65453;5;Relógio Liso;R$ 216,00;R$ 1.080,00
65454;2;Tênis Estampa;R$ 256,00;R$ 512,00
65455;3;Bermuda Linho;R$ 195,00;R$ 585,00
65456;2;Camisa Linho;R$ 141,00;R$ 282,00
65456;2;Terno Linho;R$ 750,00;R$ 1.500,00
65457;1;Cinto;R$ 200,00;R$ 200,00
65457;3;Camiseta Linho;R$ 223,00;R$ 669,00
65457;2;Casaco Linho;R$ 299,00;R$ 598,00
65457;4;Camisa Gola V Listrado;R$ 116,00;R$ 464,00
65458;1;Gorro Estampa;R$ 93,00;R$ 93,00
65458;3;Meia Liso;R$ 38,00;R$ 114,00
65459;2;Pulseira Estampa;R$ 87,00;R$ 174,00
65459;2;Mochila Liso;R$ 276,00;R$ 552,00
65460;2;Gorro Xadrez;R$ 85,00;R$ 170,00
65461;1;Bermuda Estampa;R$ 169,00;R$ 169,00
65462;1;Mochila Linho;R$ 311,00;R$ 311,00
65463;2;Terno Liso;R$ 720,00;R$ 1.440,00
65463;2;Bermuda Liso;R$ 157,00;R$ 314,00
65463;2;Meia Liso;R$ 38,00;R$ 76,00
65464;1;Short Liso;R$ 108,00;R$ 108,00
65465;2;Calça Liso;R$ 190,00;R$ 380,00
65467;3;Relógio Estampa;R$ 219,00;R$ 657,00
65467;1;Mochila Listrado;R$ 275,00;R$ 275,00
65468;2;Bermuda Xadrez;R$ 155,00;R$ 310,00
65469;3;Short Xadrez;R$ 100,00;R$ 300,00
65469;1;Gorro Xadrez;R$ 85,00;R$ 85,00
65470;2;Tênis Liso;R$ 266,00;R$ 532,00
65471;4;Chinelo Liso;R$ 71,00;R$ 284,00
65471;1;Relógio Estampa;R$ 219,00;R$ 219,00
65472;4;Tênis Liso;R$ 266,00;R$ 1.064,00
65472;2;Camisa Gola V Xadrez;R$ 107,00;R$ 214,00
65473;5;Tênis;R$ 250,00;R$ 1.250,00
65473;2;Mochila Liso;R$ 276,00;R$ 552,00
65475;3;Tênis;R$ 250,00;R$ 750,00
65475;1;Sunga Liso;R$ 114,00;R$ 114,00
65475;1;Bermuda Xadrez;R$ 155,00;R$ 155,00
65476;5;Camisa Gola V Estampa;R$ 118,00;R$ 590,00
65476;1;Cueca;R$ 50,00;R$ 50,00
65477;1;Relógio Xadrez;R$ 214,00;R$ 214,00
65477;3;Tênis Listrado;R$ 262,00;R$ 786,00
65477;1;Bermuda;R$ 150,00;R$ 150,00
65477;3;Relógio Estampa;R$ 219,00;R$ 657,00
65477;3;Meia Liso;R$ 38,00;R$ 114,00
65478;2;Cueca Listrado;R$ 67,00;R$ 134,00
65478;2;Camiseta Xadrez;R$ 200,00;R$ 400,00
65478;1;Calça Xadrez;R$ 185,00;R$ 185,00
65479;1;Bermuda Xadrez;R$ 155,00;R$ 155,00
65480;3;Camisa Estampa;R$ 113,00;R$ 339,00
65480;2;Sapato Linho;R$ 391,00;R$ 782,00
65481;2;Camiseta Xadrez;R$ 200,00;R$ 400,00
65482;1;Camisa Xadrez;R$ 105,00;R$ 105,00
65483;1;Casaco Listrado;R$ 269,00;R$ 269,00
65483;1;Camisa Xadrez;R$ 105,00;R$ 105,00
65484;1;Terno Listrado;R$ 709,00;R$ 709,00
65485;3;Relógio Xadrez;R$ 214,00;R$ 642,00
65485;1;Tênis Xadrez;R$ 259,00;R$ 259,00
65487;2;Pulseira;R$ 70,00;R$ 140,00
65487;1;Mochila Linho;R$ 311,00;R$ 311,00
65487;4;Chinelo Liso;R$ 71,00;R$ 284,00
65488;2;Meia Liso;R$ 38,00;R$ 76,00
65490;3;Terno Linho;R$ 750,00;R$ 2.250,00
65490;1;Camisa Gola V Estampa;R$ 118,00;R$ 118,00
65491;1;Short Linho;R$ 133,00;R$ 133,00
65493;1;Mochila;R$ 270,00;R$ 270,00
65494;1;Calça Estampa;R$ 177,00;R$ 177,00
65495;1;Meia Xadrez;R$ 41,00;R$ 41,00
65495;3;Meia Estampa;R$ 50,00;R$ 150,00
65496;2;Pulseira Xadrez;R$ 87,00;R$ 174,00
65497;4;Pulseira Xadrez;R$ 87,00;R$ 348,00
65500;1;Casaco Liso;R$ 255,00;R$ 255,00
65500;3;Gorro Listrado;R$ 97,00;R$ 291,00
65501;3;Camisa;R$ 100,00;R$ 300,00
65502;1;Sapato Estampa;R$ 358,00;R$ 358,00
65502;4;Camisa Linho;R$ 141,00;R$ 564,00
65503;1;Chinelo;R$ 60,00;R$ 60,00
65503;1;Polo Liso;R$ 137,00;R$ 137,00
65504;4;Camiseta Listrado;R$ 197,00;R$ 788,00
65504;3;Calça Estampa;R$ 177,00;R$ 531,00
65507;1;Bermuda;R$ 150,00;R$ 150,00
65508;1;Pulseira Listrado;R$ 79,00;R$ 79,00
65510;5;Relógio Xadrez;R$ 214,00;R$ 1.070,00
65510;2;Bermuda;R$ 150,00;R$ 300,00
65510;3;Cinto Xadrez;R$ 215,00;R$ 645,00
65511;4;Camiseta Linho;R$ 223,00;R$ 892,00
65511;2;Bermuda;R$ 150,00;R$ 300,00
65512;4;Camiseta Linho;R$ 223,00;R$ 892,00
65513;5;Bermuda;R$ 150,00;R$ 750,00
65513;3;Bermuda Xadrez;R$ 155,00;R$ 465,00
65514;2;Gorro Listrado;R$ 97,00;R$ 194,00
65514;3;Camisa Linho;R$ 141,00;R$ 423,00
65514;2;Chinelo Listrado;R$ 73,00;R$ 146,00
65516;2;Gorro Liso;R$ 92,00;R$ 184,00
65516;3;Polo Estampa;R$ 138,00;R$ 414,00
65518;1;Polo Listrado;R$ 149,00;R$ 149,00
65518;3;Bermuda Liso;R$ 157,00;R$ 471,00
65519;1;Casaco Liso;R$ 255,00;R$ 255,00
65521;3;Camisa Estampa;R$ 113,00;R$ 339,00
65523;5;Cinto Xadrez;R$ 215,00;R$ 1.075,00
65525;2;Calça Estampa;R$ 177,00;R$ 354,00
65525;3;Calça Linho;R$ 211,00;R$ 633,00
65526;2;Cinto Liso;R$ 209,00;R$ 418,00
65532;3;Short Liso;R$ 108,00;R$ 324,00
65533;1;Polo Liso;R$ 137,00;R$ 137,00
65534;1;Cueca Liso;R$ 69,00;R$ 69,00
65535;4;Camiseta Liso;R$ 187,00;R$ 748,00
65536;1;Chinelo Xadrez;R$ 66,00;R$ 66,00
65538;1;Camisa Estampa;R$ 113,00;R$ 113,00
65538;3;Cinto Estampa;R$ 209,00;R$ 627,00
65538;3;Polo Xadrez;R$ 142,00;R$ 426,00
65539;1;Camisa Gola V Xadrez;R$ 107,00;R$ 107,00
65540;3;Cinto Listrado;R$ 214,00;R$ 642,00
65540;1;Bermuda Listrado;R$ 163,00;R$ 163,00
65541;2;Camisa Gola V Liso;R$ 118,00;R$ 236,00
65541;1;Calça Linho;R$ 211,00;R$ 211,00
65541;2;Mochila Listrado;R$ 275,00;R$ 550,00
65542;3;Pulseira Estampa;R$ 87,00;R$ 261,00
65542;2;Polo Liso;R$ 137,00;R$ 274,00
65542;2;Short Linho;R$ 133,00;R$ 266,00
65544;2;Mochila Estampa;R$ 277,00;R$ 554,00
65544;2;Casaco Linho;R$ 299,00;R$ 598,00
65544;3;Chinelo Xadrez;R$ 66,00;R$ 198,00
65545;2;Camisa Xadrez;R$ 105,00;R$ 210,00
65545;1;Pulseira Listrado;R$ 79,00;R$ 79,00
65546;1;Pulseira Listrado;R$ 79,00;R$ 79,00
65546;3;Chinelo Xadrez;R$ 66,00;R$ 198,00
65547;3;Sapato Xadrez;R$ 368,00;R$ 1.104,00
65548;1;Mochila Linho;R$ 311,00;R$ 311,00
65548;2;Terno Xadrez;R$ 709,00;R$ 1.418,00
65548;4;Camisa Linho;R$ 141,00;R$ 564,00
65548;1;Casaco Liso;R$ 255,00;R$ 255,00
65549;2;Mochila Xadrez;R$ 283,00;R$ 566,00
65550;2;Cueca Estampa;R$ 66,00;R$ 132,00
65550;5;Gorro Liso;R$ 92,00;R$ 460,00
65550;1;Casaco Liso;R$ 255,00;R$ 255,00
65551;2;Polo Liso;R$ 137,00;R$ 274,00
65551;1;Sapato;R$ 350,00;R$ 350,00
65551;2;Sunga Listrado;R$ 114,00;R$ 228,00
65553;4;Cinto Linho;R$ 248,00;R$ 992,00
65553;1;Sunga Liso;R$ 114,00;R$ 114,00
65553;2;Calça;R$ 170,00;R$ 340,00
65553;1;Sunga Estampa;R$ 120,00;R$ 120,00
65554;1;Cinto Xadrez;R$ 215,00;R$ 215,00
65556;1;Camisa Gola V Estampa;R$ 118,00;R$ 118,00
65557;5;Chinelo Estampa;R$ 74,00;R$ 370,00
65557;3;Cueca;R$ 50,00;R$ 150,00
65558;3;Meia Listrado;R$ 37,00;R$ 111,00
65558;4;Casaco Estampa;R$ 256,00;R$ 1.024,00
65558;4;Chinelo Xadrez;R$ 66,00;R$ 264,00
65559;1;Camisa Xadrez;R$ 105,00;R$ 105,00
65561;1;Pulseira Estampa;R$ 87,00;R$ 87,00
65562;1;Casaco Linho;R$ 299,00;R$ 299,00
65563;2;Sapato;R$ 350,00;R$ 700,00
65563;2;Casaco Estampa;R$ 256,00;R$ 512,00
65564;5;Sapato Linho;R$ 391,00;R$ 1.955,00
65564;1;Terno Linho;R$ 750,00;R$ 750,00
65565;1;Meia Linho;R$ 78,00;R$ 78,00
65566;1;Camiseta Xadrez;R$ 200,00;R$ 200,00
65566;2;Calça;R$ 170,00;R$ 340,00
65566;1;Cueca Xadrez;R$ 60,00;R$ 60,00
65566;1;Sapato Linho;R$ 391,00;R$ 391,00
65567;3;Camisa Gola V Estampa;R$ 118,00;R$ 354,00
65568;5;Terno;R$ 700,00;R$ 3.500,00
65569;3;Bermuda;R$ 150,00;R$ 450,00
65570;5;Bermuda Liso;R$ 157,00;R$ 785,00
65570;2;Terno Listrado;R$ 709,00;R$ 1.418,00
65571;3;Camiseta;R$ 180,00;R$ 540,00
65572;5;Chinelo Xadrez;R$ 66,00;R$ 330,00
65572;2;Cinto Xadrez;R$ 215,00;R$ 430,00
65572;3;Cinto Liso;R$ 209,00;R$ 627,00
65572;2;Chinelo;R$ 60,00;R$ 120,00
65572;3;Pulseira Estampa;R$ 87,00;R$ 261,00
65573;1;Short Estampa;R$ 96,00;R$ 96,00
65574;2;Cueca Estampa;R$ 66,00;R$ 132,00
65575;1;Short;R$ 90,00;R$ 90,00
65575;2;Sapato Xadrez;R$ 368,00;R$ 736,00
65575;1;Chinelo Linho;R$ 105,00;R$ 105,00
65576;1;Polo Estampa;R$ 138,00;R$ 138,00
65576;1;Relógio Liso;R$ 216,00;R$ 216,00
65577;1;Camiseta Estampa;R$ 196,00;R$ 196,00
65578;1;Short Xadrez;R$ 100,00;R$ 100,00
65578;2;Polo Liso;R$ 137,00;R$ 274,00
65580;1;Camisa Listrado;R$ 108,00;R$ 108,00
65580;1;Camiseta Estampa;R$ 196,00;R$ 196,00
65582;1;Polo Listrado;R$ 149,00;R$ 149,00
65582;1;Calça Estampa;R$ 177,00;R$ 177,00
65582;2;Bermuda Listrado;R$ 163,00;R$ 326,00
65583;3;Cueca;R$ 50,00;R$ 150,00
65583;1;Gorro;R$ 80,00;R$ 80,00
65584;1;Bermuda Estampa;R$ 169,00;R$ 169,00
65587;3;Camiseta;R$ 180,00;R$ 540,00
65588;1;Mochila Listrado;R$ 275,00;R$ 275,00
65589;1;Short Linho;R$ 133,00;R$ 133,00
65589;1;Polo Estampa;R$ 138,00;R$ 138,00
65590;2;Cueca Linho;R$ 93,00;R$ 186,00
65591;4;Camiseta Liso;R$ 187,00;R$ 748,00
65591;1;Tênis Liso;R$ 266,00;R$ 266,00
65592;3;Bermuda Xadrez;R$ 155,00;R$ 465,00
65592;1;Bermuda Estampa;R$ 169,00;R$ 169,00
65592;1;Camisa Estampa;R$ 113,00;R$ 113,00
65593;3;Sunga Estampa;R$ 120,00;R$ 360,00
65594;1;Terno Estampa;R$ 706,00;R$ 706,00
65594;2;Camisa;R$ 100,00;R$ 200,00
65595;1;Meia Liso;R$ 38,00;R$ 38,00
65595;1;Polo Liso;R$ 137,00;R$ 137,00
65595;3;Mochila Estampa;R$ 277,00;R$ 831,00
65595;1;Relógio;R$ 200,00;R$ 200,00
65595;2;Pulseira Estampa;R$ 87,00;R$ 174,00
65596;5;Camisa Gola V Liso;R$ 118,00;R$ 590,00
65597;1;Meia Xadrez;R$ 41,00;R$ 41,00
65598;2;Sunga Listrado;R$ 114,00;R$ 228,00
65598;2;Cueca Liso;R$ 69,00;R$ 138,00
65600;1;Camisa Xadrez;R$ 105,00;R$ 105,00
65600;1;Camisa Estampa;R$ 113,00;R$ 113,00
65601;3;Camisa Xadrez;R$ 105,00;R$ 315,00
65602;2;Chinelo;R$ 60,00;R$ 120,00
65603;1;Mochila Linho;R$ 311,00;R$ 311,00
65603;2;Camisa Gola V Linho;R$ 145,00;R$ 290,00
65603;3;Camisa Gola V Liso;R$ 118,00;R$ 354,00
65604;2;Sunga Xadrez;R$ 116,00;R$ 232,00
65604;2;Camisa Gola V Linho;R$ 145,00;R$ 290,00
65605;1;Bermuda Estampa;R$ 169,00;R$ 169,00
65606;2;Camisa Listrado;R$ 108,00;R$ 216,00
65606;2;Camisa Gola V Estampa;R$ 118,00;R$ 236,00
65609;3;Pulseira Xadrez;R$ 87,00;R$ 261,00
65609;3;Casaco Xadrez;R$ 259,00;R$ 777,00
65609;4;Bermuda Xadrez;R$ 155,00;R$ 620,00
65609;4;Tênis Xadrez;R$ 259,00;R$ 1.036,00
65609;1;Camisa Linho;R$ 141,00;R$ 141,00
65610;1;Gorro Xadrez;R$ 85,00;R$ 85,00
65610;4;Bermuda Linho;R$ 195,00;R$ 780,00
65610;1;Cinto;R$ 200,00;R$ 200,00
65611;3;Relógio Estampa;R$ 219,00;R$ 657,00
65611;1;Camisa Xadrez;R$ 105,00;R$ 105,00
65611;2;Sapato;R$ 350,00;R$ 700,00
65614;1;Calça Linho;R$ 211,00;R$ 211,00
65614;2;Pulseira;R$ 70,00;R$ 140,00
65614;1;Pulseira Estampa;R$ 87,00;R$ 87,00
65615;1;Camiseta Listrado;R$ 197,00;R$ 197,00
65615;1;Casaco;R$ 250,00;R$ 250,00
65615;1;Camisa Gola V;R$ 100,00;R$ 100,00
65616;2;Polo Linho;R$ 176,00;R$ 352,00
65617;2;Casaco Linho;R$ 299,00;R$ 598,00
65618;2;Camiseta;R$ 180,00;R$ 360,00
65618;3;Pulseira Estampa;R$ 87,00;R$ 261,00
65619;1;Sapato Linho;R$ 391,00;R$ 391,00
65619;2;Terno Linho;R$ 750,00;R$ 1.500,00
65620;1;Sapato;R$ 350,00;R$ 350,00
65621;3;Cueca;R$ 50,00;R$ 150,00
65621;1;Camiseta Estampa;R$ 196,00;R$ 196,00
65621;2;Cinto;R$ 200,00;R$ 400,00
65622;2;Bermuda Estampa;R$ 169,00;R$ 338,00
65622;1;Meia Liso;R$ 38,00;R$ 38,00
65625;4;Bermuda Estampa;R$ 169,00;R$ 676,00
65625;3;Relógio Xadrez;R$ 214,00;R$ 642,00
65626;2;Terno Xadrez;R$ 709,00;R$ 1.418,00
65626;1;Polo Linho;R$ 176,00;R$ 176,00
65628;1;Casaco Estampa;R$ 256,00;R$ 256,00
65628;1;Polo Linho;R$ 176,00;R$ 176,00
65629;4;Terno;R$ 700,00;R$ 2.800,00
65629;4;Camisa Estampa;R$ 113,00;R$ 452,00
65629;3;Camisa Gola V Estampa;R$ 118,00;R$ 354,00
65631;1;Sapato Linho;R$ 391,00;R$ 391,00
65631;1;Gorro Xadrez;R$ 85,00;R$ 85,00
65632;3;Cinto Linho;R$ 248,00;R$ 744,00
65635;1;Terno Xadrez;R$ 709,00;R$ 709,00
65635;1;Tênis Liso;R$ 266,00;R$ 266,00
65635;1;Camisa Estampa;R$ 113,00;R$ 113,00
65636;1;Tênis;R$ 250,00;R$ 250,00
65636;2;Camisa Linho;R$ 141,00;R$ 282,00
65637;2;Polo Linho;R$ 176,00;R$ 352,00
65637;1;Casaco Xadrez;R$ 259,00;R$ 259,00
65638;2;Casaco;R$ 250,00;R$ 500,00
65638;3;Relógio Listrado;R$ 218,00;R$ 654,00
65638;2;Short Linho;R$ 133,00;R$ 266,00
65638;1;Pulseira Linho;R$ 114,00;R$ 114,00
65638;3;Casaco Listrado;R$ 269,00;R$ 807,00
65640;1;Camisa Gola V Linho;R$ 145,00;R$ 145,00
65640;2;Terno;R$ 700,00;R$ 1.400,00
65641;3;Tênis Linho;R$ 294,00;R$ 882,00
65642;1;Camisa Gola V Xadrez;R$ 107,00;R$ 107,00
65643;4;Pulseira Xadrez;R$ 87,00;R$ 348,00
65645;1;Casaco Xadrez;R$ 259,00;R$ 259,00
65646;1;Calça Listrado;R$ 181,00;R$ 181,00
65647;2;Bermuda;R$ 150,00;R$ 300,00
65647;2;Camisa Gola V Xadrez;R$ 107,00;R$ 214,00
65647;2;Casaco Liso;R$ 255,00;R$ 510,00
65647;1;Pulseira;R$ 70,00;R$ 70,00
65648;3;Camisa Gola V Linho;R$ 145,00;R$ 435,00
65649;4;Camiseta Xadrez;R$ 200,00;R$ 800,00
65650;1;Cueca;R$ 50,00;R$ 50,00
65651;2;Mochila Xadrez;R$ 283,00;R$ 566,00
65651;3;Cueca Liso;R$ 69,00;R$ 207,00
65652;1;Sapato Liso;R$ 368,00;R$ 368,00
65653;2;Calça Linho;R$ 211,00;R$ 422,00
65654;2;Terno Liso;R$ 720,00;R$ 1.440,00
65655;3;Sunga;R$ 100,00;R$ 300,00
65655;1;Relógio;R$ 200,00;R$ 200,00
65656;1;Chinelo Listrado;R$ 73,00;R$ 73,00
65656;2;Calça Listrado;R$ 181,00;R$ 362,00
65657;1;Mochila Xadrez;R$ 283,00;R$ 283,00
65657;4;Sunga Liso;R$ 114,00;R$ 456,00
65658;2;Meia Xadrez;R$ 41,00;R$ 82,00
65659;2;Gorro Listrado;R$ 97,00;R$ 194,00
65659;2;Relógio Liso;R$ 216,00;R$ 432,00
65659;1;Sunga Xadrez;R$ 116,00;R$ 116,00
65660;2;Camisa Liso;R$ 105,00;R$ 210,00
65661;1;Mochila;R$ 270,00;R$ 270,00
65661;4;Polo Linho;R$ 176,00;R$ 704,00
65662;1;Mochila Linho;R$ 311,00;R$ 311,00
65662;1;Terno Listrado;R$ 709,00;R$ 709,00
65664;1;Camiseta Linho;R$ 223,00;R$ 223,00
65665;2;Tênis Xadrez;R$ 259,00;R$ 518,00
65665;2;Polo Xadrez;R$ 142,00;R$ 284,00
65667;1;Chinelo;R$ 60,00;R$ 60,00
65668;1;Camisa Gola V Xadrez;R$ 107,00;R$ 107,00
65669;5;Calça Liso;R$ 190,00;R$ 950,00
65669;3;Meia Linho;R$ 78,00;R$ 234,00
65669;3;Sunga Estampa;R$ 120,00;R$ 360,00
65670;1;Bermuda Liso;R$ 157,00;R$ 157,00
65671;1;Polo Linho;R$ 176,00;R$ 176,00
65671;1;Calça Linho;R$ 211,00;R$ 211,00
